PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wei, Chengzhen; Pang, Huan; Zhang, Bo; Lu, Qingyi; Liang, Shuang; Gao, Feng								Two-Dimensional beta-MnO2 Nanowire Network with Enhanced Electrochemical Capacitance								SCIENTIFIC REPORTS				3						2193	10.1038/srep02193			JUL 12 2013	2013										55							WOS:000321692100004		
J	Kwon, Su Yong; Kwon, Il Min; Kim, Yong-Gyoo; Lee, Sanghyun; Seo, Young-Soo								A large increase in the thermal conductivity of carbon nanotube/polymer composites produced by percolation phenomena								CARBON				55				285	290		10.1016/j.carbon.2012.12.063			APR 2013	2013										55							WOS:000316039000032		
J	Bhardwaj, A.; Rajput, A.; Shukla, A. K.; Pulikkotil, J. J.; Srivastava, A. K.; Dhar, A.; Gupta, Govind; Auluck, S.; Misra, D. K.; Budhani, R. C.								Mg3Sb2-based Zintl compound: a non-toxic, inexpensive and abundant thermoelectric material for power generation								RSC ADVANCES				3	22			8504	8516		10.1039/c3ra40457a			2013	2013										55							WOS:000318940800054		
J	Wu, S. Y.; Wang, H.; Xiao, S.; Zhu, D. S.								An investigation of melting/freezing characteristics of nanoparticle-enhanced phase change materials								JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY				110	3			1127	1131		10.1007/s10973-011-2080-x			DEC 2012	2012										55							WOS:000311510500013		
J	Xia, Hui; Lu, Zhen-Yu; Li, Tian-Xin; Parkinson, Patrick; Liao, Zhi-Ming; Liu, Fu-Hao; Lu, Wei; Hu, Wei-Da; Chen, Ping-Ping; Xu, Hong-Yi; Zou, Jin; Jagadish, Chennupati								Distinct Photocurrent Response of Individual GaAs Nanowires Induced by n-Type Doping								ACS NANO				6	7			6005	6013		10.1021/nn300962z			JUL 2012	2012										55							WOS:000306673800029		
J	Jose Pastoriza-Gallego, Maria; Lugo, Luis; Luis Legido, Jose; Pineiro, Manuel M.								Rheological non-Newtonian behaviour of ethylene glycol-based Fe2O3 nanofluids								NANOSCALE RESEARCH LETTERS				6						560	10.1186/1556-276X-6-560			OCT 25 2011	2011										55							WOS:000297148200001		
J	Tomioka, Katsuhiro; Ikejiri, Keitaro; Tanaka, Tomotaka; Motohisa, Junichi; Hara, Shinjiroh; Hiruma, Kenji; Fukui, Takashi								Selective-area growth of III-V nanowires and their applications								JOURNAL OF MATERIALS RESEARCH				26	17			2127	2141		10.1557/jmr.2011.103			SEP 2011	2011										55							WOS:000296083100002		
J	Wierzbicki, M.; Swirkowicz, R.								Influence of interference effects on thermoelectric properties of double quantum dots								PHYSICAL REVIEW B				84	7					075410	10.1103/PhysRevB.84.075410			AUG 3 2011	2011										55							WOS:000293445500009		
J	Ordonez-Miranda, J.; Yang, Ronggui; Alvarado-Gil, J. J.								On the thermal conductivity of particulate nanocomposites								APPLIED PHYSICS LETTERS				98	23					233111	10.1063/1.3593387			JUN 6 2011	2011										55							WOS:000291658900071		
J	Escher, W.; Brunschwiler, T.; Shalkevich, N.; Shalkevich, A.; Burgi, T.; Michel, B.; Poulikakos, D.								On the Cooling of Electronics With Nanofluids								JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME				133	5					051401	10.1115/1.4003283			MAY 2011	2011										55							WOS:000286989800002		
J	Li, Chuanhao; Wang, Feng; Yu, Jimmy C.								Semiconductor/biomolecular composites for solar energy applications								ENERGY & ENVIRONMENTAL SCIENCE				4	1			100	113		10.1039/c0ee00162g			JAN 2011	2011										55							WOS:000285748400008		
J	Cimmelli, V. A.; Sellitto, A.; Jou, D.								Nonlinear evolution and stability of the heat flow in nanosystems: Beyond linear phonon hydrodynamics								PHYSICAL REVIEW B				82	18					184302	10.1103/PhysRevB.82.184302			NOV 17 2010	2010										55							WOS:000284305900003		
J	Joulain, Karl; Drevillon, Jeremie; Ben-Abdallah, Philippe								Noncontact heat transfer between two metamaterials								PHYSICAL REVIEW B				81	16					165119	10.1103/PhysRevB.81.165119			APR 15 2010	2010										55							WOS:000277217200047		
J	Wang, Fei; Yu, HongYu; Li, Junshuai; Sun, Xiaowei; Wang, Xincai; Zheng, Hongyu								Optical absorption enhancement in nanopore textured-silicon thin film for photovoltaic application								OPTICS LETTERS				35	1			40	42		10.1364/OL.35.000040			JAN 1 2010	2010										55							WOS:000273877700014		
J	Delaire, O.; May, A. F.; McGuire, M. A.; Porter, W. D.; Lucas, M. S.; Stone, M. B.; Abernathy, D. L.; Ravi, V. A.; Firdosy, S. A.; Snyder, G. J.								Phonon density of states and heat capacity of La3-xTe4								PHYSICAL REVIEW B				80	18					184302	10.1103/PhysRevB.80.184302			NOV 2009	2009										55							WOS:000272310900058		
J	Arachchige, Indika U.; Wu, Jinsong; Dravid, Vinayak P.; Kanatzidis, Mercouri G.								Nanocrystals of the Quaternary Thermoelectric Materials: AgPbmSbTem+2 (m=1-18): Phase-Segregated or Solid Solutions?								ADVANCED MATERIALS				20	19			3638	+		10.1002/adma.200801116			OCT 2 2008	2008										55							WOS:000260023900011		
J	Kurosaki, Ken; Matsumoto, Hideaki; Charoenphakdee, Anek; Yamanaka, Shinsuke; Ishimaru, Manabu; Hirotsu, Yoshihiko								Unexpectedly low thermal conductivity in natural nanostructured bulk Ga(2)Te(3)								APPLIED PHYSICS LETTERS				93	1					012101	10.1063/1.2940591			JUL 7 2008	2008										55							WOS:000258184600027		
J	Boyd, David A.; Adleman, James R.; Goodwin, David G.; Psaltis, Demetirl								Chemical separations by bubble-assisted interphase mass-transfer								ANALYTICAL CHEMISTRY				80	7			2452	2456		10.1021/ac702174t			APR 1 2008	2008										55							WOS:000254593500026		
J	Yang, JY; Zhu, W; Gao, XH; Bao, SQ; Fan, M; Duan, XK; Hou, J								Formation and characterization of Sb2Te3 nanofilms on Pt by electrochemical atomic layer epitaxy								JOURNAL OF PHYSICAL CHEMISTRY B				110	10			4599	4604		10.1021/jp0565498			MAR 16 2006	2006										55							WOS:000236077600019		
J	Bewley, WW; Lindle, JR; Kim, CS; Vurgaftman, I; Meyer, JR; Evans, AJ; Yu, JS; Slivken, S; Razeghi, M								Beam steering in high-power CW quantum-cascade lasers								IEEE JOURNAL OF QUANTUM ELECTRONICS				41	6			833	841		10.1109/JQE.2005.846691			JUN 2005	2005										55							WOS:000229356600013		
J	Dellinger, TM; Braun, PV								Lyotropic liquid crystals as nanoreactors for nanoparticle synthesis								CHEMISTRY OF MATERIALS				16	11			2201	2207		10.1021/cm0349194			JUN 1 2004	2004										55							WOS:000221683300022		
J	Tiginyanu, IM; Ursaki, VV; Zalamai, VV; Langa, S; Hubbard, S; Pavlidis, D; Foll, H								Luminescence of GaN nanocolumns obtained by photon-assisted anodic etching								APPLIED PHYSICS LETTERS				83	8			1551	1553		10.1063/1.1605231			AUG 25 2003	2003										55							WOS:000184844100019		
J	Elaloufi, R; Carminati, W; Greffet, JJ								Time-dependent transport through scattering media: from radiative transfer to diffusion								JOURNAL OF OPTICS A-PURE AND APPLIED OPTICS				4	5			S103	S108	PII S1464-4258(02)32836-8	10.1088/1464-4258/4/5/355			SEP 2002	2002						2nd Topical Meeting of the European-Optical-Society on Electromagnetic Optics	AUG, 2001	European Opt Soc	PARIS, FRANCE	55							WOS:000178752000023		
J	Lear, KL; Schneider, RP								Uniparabolic mirror grading for vertical cavity surface emitting lasers								APPLIED PHYSICS LETTERS				68	5			605	607		10.1063/1.116482			JAN 29 1996	1996										55							WOS:A1996TR80100010		
J	Jiang, Feng; Li, Tian; Li, Yiju; Zhang, Ying; Gong, Amy; Dai, Jiaqi; Hitz, Emily; Luo, Wei; Hu, Liangbing								Wood-Based Nanotechnologies toward Sustainability								ADVANCED MATERIALS				30	1					UNSP 1703453	10.1002/adma.201703453			JAN 4 2018	2018										54							WOS:000419033700009		
J	Deng, Ziyang; Zhou, Jianhua; Miao, Lei; Liu, Chengyan; Peng, Ying; Sun, Lixian; Tanemura, Sakae								The emergence of solar thermal utilization: solar-driven steam generation								JOURNAL OF MATERIALS CHEMISTRY A				5	17			7691	7709		10.1039/c7ta01361b			MAY 7 2017	2017										54							WOS:000400553700003		
J	Sharshir, S. W.; Peng, Guilong; Wu, Lirong; Yang, Nuo; Essa, F. A.; Elsheikh, A. H.; Mohamed, Showgi I. T.; Kabeel, A. E.								Enhancing the solar still performance using nanofluids and glass cover cooling: Experimental study								APPLIED THERMAL ENGINEERING				113				684	693		10.1016/j.applthermaleng.2016.11.085			FEB 25 2017	2017										54							WOS:000394723300063		
J	Ma, Teng; Liu, Zhibo; Wen, Jinxiu; Gao, Yang; Ren, Xibiao; Chen, Huanjun; Jin, Chuanhong; Ma, Xiu-Liang; Xu, Ningsheng; Cheng, Hui-Ming; Ren, Wencai								Tailoring the thermal and electrical transport properties of graphene films by grain size engineering								NATURE COMMUNICATIONS				8						14486	10.1038/ncomms14486			FEB 16 2017	2017										54							WOS:000394226500001		
J	Zhao, Wenyu; Liu, Zhiyuan; Wei, Ping; Zhang, Qingjie; Zhu, Wanting; Su, Xianli; Tang, Xinfeng; Yang, Jihui; Liu, Yong; Shi, Jing; Chao, Yimin; Lin, Siqi; Pei, Yanzhong								Magnetoelectric interaction and transport behaviours in magnetic nanocomposite thermoelectric materials								NATURE NANOTECHNOLOGY				12	1			55	60		10.1038/NNANO.2016.182			JAN 2017	2017										54							WOS:000392042400014		
J	Wang, Hong; Hsu, Jui-Hung; Yi, Su-In; Kim, Suk Lae; Choi, Kyungwho; Yang, Gang; Yu, Choongho								Thermally Driven Large N-Type Voltage Responses from Hybrids of Carbon Nanotubes and Poly(3,4-ethylenedioxythiophene) with Tetrakis(dimethylamino) ethylene								ADVANCED MATERIALS				27	43			6855	+		10.1002/adma.201502950			NOV 18 2015	2015										54							WOS:000366402500010		
J	Dollfus, Philippe; Viet Hung Nguyen; Saint-Martin, Jerome								Thermoelectric effects in graphene nanostructures								JOURNAL OF PHYSICS-CONDENSED MATTER				27	13					133204	10.1088/0953-8984/27/13/133204			APR 10 2015	2015										54							WOS:000351295600006		
J	Khalid, Asma; Khan, Ilyas; Shafie, Sharidan								Exact solutions for free convection flow of nanofluids with ramped wall temperature								EUROPEAN PHYSICAL JOURNAL PLUS				130	4					57	10.1140/epjp/i2015-15057-9			APR 1 2015	2015										54							WOS:000354284900001		
J	Zheng, Gang; Su, Xianli; Liang, Tao; Lu, Qiangbing; Yan, Yonggao; Uher, Ctirad; Tang, Xinfeng								High thermoelectric performance of mechanically robust n-type Bi2Te3-xSex prepared by combustion synthesis								JOURNAL OF MATERIALS CHEMISTRY A				3	12			6603	6613		10.1039/c5ta00470e			2015	2015										54							WOS:000351227300048		
J	Hellman, Olle; Broido, David A.								Phonon thermal transport in Bi2Te3 from first principles								PHYSICAL REVIEW B				90	13					134309	10.1103/PhysRevB.90.134309			OCT 17 2014	2014										54							WOS:000343944100002		
J	Gu, Hongbo; Guo, Jiang; Yan, Xingru; Wei, Huige; Zhang, Xi; Liu, Jiurong; Huang, Yudong; Wei, Suying; Guo, Zhanhu								Electrical transport and magnetoresistance in advanced polyaniline nanostructures and nanocomposites								POLYMER				55	17			4405	4419		10.1016/j.polymer.2014.05.024			AUG 18 2014	2014										54							WOS:000340704400001		
J	Ravichandran, Navaneetha K.; Minnich, Austin J.								Coherent and incoherent thermal transport in nanomeshes								PHYSICAL REVIEW B				89	20					205432	10.1103/PhysRevB.89.205432			MAY 27 2014	2014										54							WOS:000336650700015		
J	Zhang, Yichi; Stucky, Galen D.								Heterostructured Approaches to Efficient Thermoelectric Materials								CHEMISTRY OF MATERIALS				26	1			837	848		10.1021/cm402150j			JAN 14 2014	2014										54							WOS:000330416900067		
J	Zlotea, Claudia; Latroche, Michel								Role of nanoconfinement on hydrogen sorption properties of metal nanoparticles hybrids								COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS				439				117	130		10.1016/j.colsurfa.2012.11.043			DEC 20 2013	2013										54							WOS:000327828700009		
J	Rodriguez, Alejandro W.; Reid, M. T. H.; Johnson, Steven G.								Fluctuating-surface-current formulation of radiative heat transfer: Theory and applications								PHYSICAL REVIEW B				88	5					054305	10.1103/PhysRevB.88.054305			AUG 30 2013	2013										54							WOS:000323709500003		
J	Wu, Fang; Song, Hongzhang; Jia, Jianfeng; Hu, Xing								Effects of Ce, Y, and Sm doping on the thermoelectric properties of Bi2Te3 alloy								PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL				23	4			408	412		10.1016/j.pnsc.2013.06.007			AUG 2013	2013										54							WOS:000325644000008		
J	Song, Haijun; Liu, Congcong; Zhu, Hongfei; Kong, Fangfang; Lu, Baoyang; Xu, Jingkun; Wang, Jianmin; Zhao, Feng								Improved Thermoelectric Performance of Free-Standing PEDOT:PSS/Bi2Te3 Films with Low Thermal Conductivity								JOURNAL OF ELECTRONIC MATERIALS				42	6			1268	1274		10.1007/s11664-013-2587-y			JUN 2013	2013										54							WOS:000318569300045		
J	Liang, Daxin; Ma, Ruoshui; Jiao, Shihui; Pang, Guangsheng; Feng, Shouhua								A facile synthetic approach for copper iron sulfide nanocrystals with enhanced thermoelectric performance								NANOSCALE				4	20			6265	6268		10.1039/c2nr31193c			2012	2012										54							WOS:000310976800014		
J	Lin, T. Y.; Liao, C. N.; Wu, Albert T.								Evaluation of Diffusion Barrier Between Lead-Free Solder Systems and Thermoelectric Materials								JOURNAL OF ELECTRONIC MATERIALS				41	1			153	158		10.1007/s11664-011-1740-8			JAN 2012	2012						TMS 140th Annual Meeting and Exhibition	FEB 27-MAR 03, 2011	TMS	San Diego, CA	54							WOS:000298352000017		
J	Zhou, Xiaoyuan; Wang, Guoyu; Zhang, Long; Chi, Hang; Su, Xianli; Sakamoto, Jeff; Uher, Ctirad								Enhanced thermoelectric properties of Ba-filled skutterudites by grain size reduction and Ag nanoparticle inclusion								JOURNAL OF MATERIALS CHEMISTRY				22	7			2958	2964		10.1039/c2jm15010g			2012	2012										54							WOS:000299504200023		
J	Chen, A.; Madan, D.; Wright, P. K.; Evans, J. W.								Dispenser-printed planar thick-film thermoelectric energy generators								JOURNAL OF MICROMECHANICS AND MICROENGINEERING				21	10					104006	10.1088/0960-1317/21/10/104006			OCT 2011	2011						10th International Workshop on Micro and Nanotechnology for Power Generation and Energy Conversion Applications (PowerMEMS)	NOV 30-DEC 03, 2010	Katholieke Universiteit Leuven; Imec/Holst Ctr	Leuven, BELGIUM	54							WOS:000295412700007		
J	Shi, Xiaoya; Pei, Yanzhong; Snyder, G. Jeffrey; Chen, Lidong								Optimized thermoelectric properties of Mo3Sb7-xTex with significant phonon scattering by electrons								ENERGY & ENVIRONMENTAL SCIENCE				4	10			4086	4095		10.1039/c1ee01406d			OCT 2011	2011										54							WOS:000295888100040		
J	Roennebro, Ewa								Development of group II borohydrides as hydrogen storage materials								CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE				15	2			44	51		10.1016/j.cossms.2010.10.003			APR 2011	2011										54							WOS:000289581200003		
J	Xiang, Jinglei; Drzal, Lawrence T.								Electron and Phonon Transport in Au Nanoparticle Decorated Graphene Nanoplatelet Nanostructured Paper								ACS APPLIED MATERIALS & INTERFACES				3	4			1325	1332		10.1021/am200126x			APR 2011	2011										54							WOS:000289762400056		
J	Roque-Malherbe, R.; Polanco-Estrella, R.; Marquez-Linares, F.								Study of the Interaction between Silica Surfaces and the Carbon Dioxide Molecule								JOURNAL OF PHYSICAL CHEMISTRY C				114	41			17773	17787		10.1021/jp107754g			OCT 21 2010	2010										54							WOS:000282855400069		
J	Sevik, C.; Cagin, T.								Ab initio study of thermoelectric transport properties of pure and doped quaternary compounds								PHYSICAL REVIEW B				82	4					045202	10.1103/PhysRevB.82.045202			JUL 14 2010	2010										54							WOS:000279887500004		
J	Zhou, Wenwen; Zhu, Jixin; Li, Di; Hng, Huey Hoon; Boey, Freddy Yin Chiang; Ma, Jan; Zhang, Hua; Yan, Qingyu								Binary-Phased Nanoparticles for Enhanced Thermoelectric Properties								ADVANCED MATERIALS				21	31			3196	+		10.1002/adma.200900312			AUG 21 2009	2009										54							WOS:000269909900009		
J	Ertekin, Elif; Chrzan, D. C.; Daw, Murray S.								Topological description of the Stone-Wales defect formation energy in carbon nanotubes and graphene								PHYSICAL REVIEW B				79	15					155421	10.1103/PhysRevB.79.155421			APR 2009	2009										54							WOS:000265944200110		
J	Adelhelm, Philipp; de Jong, Krijn P.; de Jongh, Petra E.								How intimate contact with nanoporous carbon benefits the reversible hydrogen desorption from NaH and NaAlH4								CHEMICAL COMMUNICATIONS					41			6261	6263		10.1039/b910461e			2009	2009										54							WOS:000270762100037		
J	Prasher, Ravi								Transverse thermal conductivity of porous materials made from aligned nano- and microcylindrical pores								JOURNAL OF APPLIED PHYSICS				100	6					064302	10.1063/1.2337786			SEP 15 2006	2006										54							WOS:000240876600096		
J	Goldstein, RJ; Ibele, WE; Patankar, SV; Simon, TW; Kuehn, TH; Strykowski, PJ; Tamma, KK; Heberlein, JVR; Davidson, JH; Bischof, J; Kulacki, FA; Kortshagen, U; Garrick, S; Srinivasan, V								Heat transfer - A review of 2003 literature								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				49	3-4			451	534		10.1016/j.ijheatmasstransfer.2005.11.001			FEB 2006	2006										54							WOS:000235817800003		
J	Lefevre, S; Volz, S; Chapuis, PO								Nanoscale heat transfer at contact between a hot tip and a substrate								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				49	1-2			251	258		10.1016/j.ijheatmasstransfer.2005.07.010			JAN 2006	2006										54							WOS:000235787600025		
