PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3327							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1588							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Carey, John J.; Allen, Jeremy P.; Scanlon, David O.; Watson, Graeme W.								The electronic structure of the antimony chalcogenide series: Prospects for optoelectronic applications								JOURNAL OF SOLID STATE CHEMISTRY				213				116	125		10.1016/j.jssc.2014.02.014			MAY 2014	2014										39							WOS:000334654500018		
J	Feng, Nan; Mi, Wenbo; Cheng, Yingchun; Guo, Zaibing; Schwingenschlogl, Udo; Bai, Haili								Magnetism by Interfacial Hybridization and p-type Doping of MoS2 in Fe4N/MoS2 Superlattices: A First-Principles Study								ACS APPLIED MATERIALS & INTERFACES				6	6			4587	4594		10.1021/am500754p			MAR 26 2014	2014										39							WOS:000333551500099		
J	Hozoi, L.; Gretarsson, H.; Clancy, J. P.; Jeon, B. -G.; Lee, B.; Kim, K. H.; Yushankhai, V.; Fulde, Peter; Casa, D.; Gog, T.; Kim, Jungho; Said, A. H.; Upton, M. H.; Kim, Young-June; van den Brink, Jeroen								Longer-range lattice anisotropy strongly competing with spin-orbit interactions in pyrochlore iridates								PHYSICAL REVIEW B				89	11						10.1103/PhysRevB.89.115111			MAR 11 2014	2014										39							WOS:000332510300004		
J	He, Ke; Wang, Yayu; Xue, Qi-Kun								Quantum anomalous Hall effect								NATIONAL SCIENCE REVIEW				1	1			38	48		10.1093/nsr/nwt029			MAR 2014	2014										39							WOS:000356854800019		
J	Wang, Aizhu; Zhang, Xiaoming; Zhao, Mingwen								Topological insulator states in a honeycomb lattice of s-triazines								NANOSCALE				6	19			11157	11162		10.1039/c4nr02707h			2014	2014										39							WOS:000345450300009		
J	Nabeshima, Fuyuki; Imai, Yoshinori; Hanawa, Masafumi; Tsukada, Ichiro; Maeda, Atsutaka								Enhancement of the superconducting transition temperature in FeSe epitaxial thin films by anisotropic compression								APPLIED PHYSICS LETTERS				103	17					172602	10.1063/1.4826945			OCT 21 2013	2013										39							WOS:000326455100051		
J	Li, Zhou; Carbotte, J. P.								Magneto-optical conductivity in a topological insulator								PHYSICAL REVIEW B				88	4					045414	10.1103/PhysRevB.88.045414			JUL 8 2013	2013										39							WOS:000321670400017		
J	Kong, Desheng; Koski, Kristie J.; Cha, Judy J.; Hong, Seung Sae; Cui, Yi								Ambipolar Field Effect in Sb-Doped Bi2Se3 Nanoplates by Solvothermal Synthesis								NANO LETTERS				13	2			632	636		10.1021/nl304212u			FEB 2013	2013										39							WOS:000315079500051		
J	Wang, Jian; Li, Handong; Chang, Cuizu; He, Ke; Lee, Joon Sue; Lu, Haizhou; Sun, Yi; Ma, Xucun; Samarth, Nitin; Shen, Shunqing; Xue, Qikun; Xie, Maohai; Chan, Moses H. W.								Anomalous anisotropic magnetoresistance in topological insulator films								NANO RESEARCH				5	10			739	746		10.1007/s12274-012-0260-z			OCT 2012	2012										39							WOS:000310087400008		
J	Adam, S.; Hwang, E. H.; Das Sarma, S.								Two-dimensional transport and screening in topological insulator surface states								PHYSICAL REVIEW B				85	23					235413	10.1103/PhysRevB.85.235413			JUN 6 2012	2012										39							WOS:000304856800006		
J	Souma, S.; Eto, K.; Nomura, M.; Nakayama, K.; Sato, T.; Takahashi, T.; Segawa, Kouji; Ando, Yoichi								Topological Surface States in Lead-Based Ternary Telluride Pb(Bi1-xSbx)(2)Te-4								PHYSICAL REVIEW LETTERS				108	11					116801	10.1103/PhysRevLett.108.116801			MAR 12 2012	2012										39							WOS:000301345000017		
J	West, D.; Sun, Y. Y.; Zhang, S. B.; Zhang, T.; Ma, Xucun; Cheng, P.; Zhang, Y. Y.; Chen, X.; Jia, J. F.; Xue, Q. K.								Identification of magnetic dopants on the surfaces of topological insulators: Experiment and theory for Fe on Bi2Te3(111)								PHYSICAL REVIEW B				85	8					081305	10.1103/PhysRevB.85.081305			FEB 14 2012	2012										39							WOS:000300240100001		
J	Carrington, A.								Quantum oscillation studies of the Fermi surface of iron-pnictide superconductors								REPORTS ON PROGRESS IN PHYSICS				74	12					124507	10.1088/0034-4885/74/12/124507			DEC 2011	2011										39							WOS:000298079500008		
J	Hwang, Choongyu; Park, Cheol-Hwan; Siegel, David A.; Fedorov, Alexei V.; Louie, Steven G.; Lanzara, Alessandra								Direct measurement of quantum phases in graphene via photoemission spectroscopy								PHYSICAL REVIEW B				84	12					125422	10.1103/PhysRevB.84.125422			SEP 9 2011	2011										39							WOS:000294777400015		
J	Bian, G.; Miller, T.; Chiang, T-C								Passage from Spin-Polarized Surface States to Unpolarized Quantum Well States in Topologically Nontrivial Sb Films								PHYSICAL REVIEW LETTERS				107	3					036802	10.1103/PhysRevLett.107.036802			JUL 11 2011	2011										39							WOS:000292597400016		
J	Zhao, Yonghong; Hu, Yibin; Liu, Lei; Zhu, Yu; Guo, Hong								Helical States of Topological Insulator Bi2Se3								NANO LETTERS				11	5			2088	2091		10.1021/nl200584f			MAY 2011	2011										39							WOS:000290373000041		
J	Ruegg, Andreas; Wen, Jun; Fiete, Gregory A.								Topological insulators on the decorated honeycomb lattice								PHYSICAL REVIEW B				81	20					205115	10.1103/PhysRevB.81.205115			MAY 15 2010	2010										39							WOS:000278144500030		
J	Zhang, Ya; Zhai, Feng								Tunneling magnetoresistance on the surface of a topological insulator with periodic magnetic modulations								APPLIED PHYSICS LETTERS				96	17					172109	10.1063/1.3421536			APR 26 2010	2010										39							WOS:000277242000020		
J	Fuseya, Yuki; Ogata, Masao; Fukuyama, Hidetoshi								Interband Contributions from the Magnetic Field on Hall Effects for Dirac Electrons in Bismuth								PHYSICAL REVIEW LETTERS				102	6					066601	10.1103/PhysRevLett.102.066601			FEB 13 2009	2009										39							WOS:000263389500049		
J	Okamoto, Yoshihiko; Niitaka, Seiji; Uchida, Masaya; Waki, Takeshi; Takigawa, Masashi; Nakatsu, Yoshitaka; Sekiyama, Akira; Suga, Shigemasa; Arita, Ryotaro; Takagi, Hidenori								Band Jahn-Teller instability and formation of valence bond solid in a mixed-valent spinel oxide LiRh(2)O(4)								PHYSICAL REVIEW LETTERS				101	8					086404	10.1103/PhysRevLett.101.086404			AUG 22 2008	2008										39							WOS:000258643600055		
J	Hallal, Ali; Ibrahim, Fatima; Yang, Hongxin; Roche, Stephan; Chshiev, Mairbek								Tailoring magnetic insulator proximity effects in graphene: first-principles calculations								2D MATERIALS				4	2					UNSP 025074	10.1088/2053-1583/aa6663			JUN 2017	2017										38							WOS:000399581200001		
J	Zhang, Yan; Wang, Chenlu; Yu, Li; Liu, Guodong; Liang, Aiji; Huang, Jianwei; Nie, Simin; Sun, Xuan; Zhang, Yuxiao; Shen, Bing; Liu, Jing; Weng, Hongming; Zhao, Lingxiao; Chen, Genfu; Jia, Xiaowen; Hu, Cheng; Ding, Ying; Zhao, Wenjuan; Gao, Qiang; Li, Cong; He, Shaolong; Zhao, Lin; Zhang, Fengfeng; Zhang, Shenjin; Yang, Feng; Wang, Zhimin; Peng, Qinjun; Dai, Xi; Fang, Zhong; Xu, Zuyan; Chen, Chuangtian; Zhou, X. J.								Electronic evidence of temperature-induced Lifshitz transition and topological nature in ZrTe5								NATURE COMMUNICATIONS				8						15512	10.1038/ncomms15512			MAY 23 2017	2017										38							WOS:000401849600001		
J	Venderbos, Jorn W. F.; Kozii, Vladyslav; Fu, Liang								Odd-parity superconductors with two-component order parameters: Nematic and chiral, full gap, and Majorana node								PHYSICAL REVIEW B				94	18					180504	10.1103/PhysRevB.94.180504			NOV 10 2016	2016										38							WOS:000387535400001		
J	Xiong, Jun; Kushwaha, Satya; Krizan, Jason; Liang, Tian; Cava, R. J.; Ong, N. P.								Anomalous conductivity tensor in the Dirac semimetal Na3Bi								EPL				114	2					27002	10.1209/0295-5075/114/27002			APR 2016	2016										38							WOS:000377504800022		
J	Politano, A.; Silkin, V. M.; Nechaev, I. A.; Vitiello, M. S.; Viti, L.; Aliev, Z. S.; Babanly, M. B.; Chiarello, G.; Echenique, P. M.; Chulkov, E. V.								Interplay of Surface and Dirac Plasmons in Topological Insulators: The Case of Bi2Se3								PHYSICAL REVIEW LETTERS				115	21					216802	10.1103/PhysRevLett.115.216802			NOV 18 2015	2015										38							WOS:000364910700004		
J	Dun, Chaochao; Hewitt, Corey A.; Huang, Huihui; Xu, Junwei; Zhou, Chongjian; Huang, Wenxiao; Cui, Yue; Zhou, Wei; Jiang, Qike; Carroll, David L.								Flexible n-type thermoelectric films based on Cu-doped Bi2Se3 nanoplate and Polyvinylidene Fluoride composite with decoupled Seebeck coefficient and electrical conductivity								NANO ENERGY				18				306	314		10.1016/j.nanoen.2015.10.012			NOV 2015	2015										38							WOS:000369918500032		
J	Wang, Zhenyu; Wang, Jianfeng; Zang, Yunyi; Zhang, Qinghua; Shi, Jin-An; Jiang, Tian; Gong, Yan; Song, Can-Li; Ji, Shuai-Hua; Wang, Li-Li; Gu, Lin; He, Ke; Duan, Wenhui; Ma, Xucun; Chen, Xi; Xue, Qi-Kun								Molecular Beam Epitaxy-Grown SnSe in the Rock-Salt Structure: An Artificial Topological Crystalline Insulator Material								ADVANCED MATERIALS				27	28			4150	4154		10.1002/adma.201501676			JUL 22 2015	2015										38							WOS:000358088400003		
J	Kou, Xufeng; Fan, Yabin; Lang, Murong; Upadhyaya, Pramey; Wang, Kang L.								Magnetic topological insulators and quantum anomalous hall effect								SOLID STATE COMMUNICATIONS				215				34	53		10.1016/j.ssc.2014.10.022			JUL 2015	2015										38							WOS:000355923600007		
J	Zhang, Yiqi; Wu, Zhenkun; Belic, Milivoj R.; Zheng, Huaibin; Wang, Zhiguo; Xiao, Min; Zhang, Yanpeng								Photonic Floquet topological insulators in atomic ensembles								LASER & PHOTONICS REVIEWS				9	3			331	338		10.1002/lpor.201400428			MAY 2015	2015										38							WOS:000355334500006		
J	Li, Mingda; Chang, Cui-Zu; Wu, Lijun; Tao, Jing; Zhao, Weiwei; Chan, Moses H. W.; Moodera, Jagadeesh S.; Li, Ju; Zhu, Yimei								Experimental Verification of the Van Vleck Nature of Long-Range Ferromagnetic Order in the Vanadium-Doped Three-Dimensional Topological Insulator Sb2Te3								PHYSICAL REVIEW LETTERS				114	14					146802	10.1103/PhysRevLett.114.146802			APR 9 2015	2015										38							WOS:000352472400009		
J	Dou, Zhiyuan; Song, Yanrong; Tian, Jinrong; Liu, Jinghui; Yu, Zhenhua; Fang, Xiaohui								Mode-locked ytterbium-doped fiber laser based on topological insulator: Bi2Se3								OPTICS EXPRESS				22	20			24055	24061		10.1364/OE.22.024055			OCT 6 2014	2014										38							WOS:000342757000029		
J	Chen, Taishi; Chen, Qian; Schouteden, Koen; Huang, Wenkai; Wang, Xuefeng; Li, Zhe; Miao, Feng; Wang, Xinran; Li, Zhaoguo; Zhao, Bo; Li, Shaochun; Song, Fengqi; Wang, Jinlan; Wang, Baigeng; Van Haesendonck, Chris; Wang, Guanghou								Topological transport and atomic tunnelling-clustering dynamics for aged Cu-doped Bi2Te3 crystals								NATURE COMMUNICATIONS				5						5022	10.1038/ncomms6022			SEP 2014	2014										38							WOS:000343028300001		
J	Skinner, Brian								Coulomb disorder in three-dimensional Dirac systems								PHYSICAL REVIEW B				90	6					060202	10.1103/PhysRevB.90.060202			AUG 20 2014	2014										38							WOS:000344011500001		
J	Lee, Junsu; Koo, Joonhoi; Chi, Cheolhwan; Lee, Ju Han								All-fiberized, passively Q-switched 1.06 mu m laser using a bulk-structured Bi2Te3 topological insulator								JOURNAL OF OPTICS				16	8					085203	10.1088/2040-8978/16/8/085203			AUG 2014	2014										38							WOS:000341756800008		
J	Wan, Xiangang; Savrasov, Sergey Y.								Turning a band insulator into an exotic superconductor								NATURE COMMUNICATIONS				5						4144	10.1038/ncomms5144			JUL 2014	2014										38							WOS:000340617000001		
J	Costache, M. V.; Neumann, I.; Sierra, J. F.; Marinova, V.; Gospodinov, M. M.; Roche, S.; Valenzuela, S. O.								Fingerprints of Inelastic Transport at the Surface of the Topological Insulator Bi2Se3: Role of Electron-Phonon Coupling								PHYSICAL REVIEW LETTERS				112	8					086601	10.1103/PhysRevLett.112.086601			FEB 25 2014	2014										38							WOS:000331957600005		
J	Kokh, K. A.; Atuchin, V. V.; Gavrilova, T. A.; Kuratieva, N. V.; Pervukhina, N. V.; Surovtsev, N. V.								Microstructural and vibrational properties of PVT grown Sb2Te3 crystals								SOLID STATE COMMUNICATIONS				177				16	19		10.1016/j.ssc.2013.09.016			JAN 2014	2014										38							WOS:000329479500004		
J	Zeng, Zhaoquan; Morgan, Timothy A.; Fan, Dongsheng; Li, Chen; Hirono, Yusuke; Hu, Xian; Zhao, Yanfei; Lee, Joon Sue; Wang, Jian; Wang, Zhiming M.; Yu, Shuiqing; Hawkridge, Michael E.; Benamara, Mourad; Salamo, Gregory J.								Molecular beam epitaxial growth of Bi2Te3 and Sb2Te3 topological insulators on GaAs (111) substrates: a potential route to fabricate topological insulator p-n junction								AIP ADVANCES				3	7					072112	10.1063/1.4815972			JUL 2013	2013										38							WOS:000322527000012		
J	Vedeneev, S. I.; Piot, B. A.; Maude, D. K.; Sadakov, A. V.								Temperature dependence of the upper critical field of FeSe single crystals								PHYSICAL REVIEW B				87	13					134512	10.1103/PhysRevB.87.134512			APR 18 2013	2013										38							WOS:000317820700002		
J	Luo, C. W.; Wu, I. H.; Cheng, P. C.; Lin, J. -Y.; Wu, K. H.; Uen, T. M.; Juang, J. Y.; Kobayashi, T.; Chareev, D. A.; Volkova, O. S.; Vasiliev, A. N.								Quasiparticle Dynamics and Phonon Softening in FeSe Superconductors								PHYSICAL REVIEW LETTERS				108	25					257006	10.1103/PhysRevLett.108.257006			JUN 20 2012	2012										38							WOS:000305569000017		
J	Tada, Y.; Peters, R.; Oshikawa, M.; Koga, A.; Kawakami, N.; Fujimoto, S.								Correlation effects in two-dimensional topological insulators								PHYSICAL REVIEW B				85	16					165138	10.1103/PhysRevB.85.165138			APR 23 2012	2012										38							WOS:000303117100004		
J	Efimkin, Dmitry K.; Lozovik, Yurii E.; Sokolik, Alexey A.								Collective excitations on a surface of topological insulator								NANOSCALE RESEARCH LETTERS				7				1	10	163	10.1186/1556-276X-7-163			FEB 29 2012	2012										38							WOS:000303544500001		
J	Giraud, Sebastien; Kundu, Arijit; Egger, Reinhold								Electron-phonon scattering in topological insulator thin films								PHYSICAL REVIEW B				85	3					035441	10.1103/PhysRevB.85.035441			JAN 25 2012	2012										38							WOS:000299871000006		
J	Das, Pradip; Suzuki, Yusuke; Tachiki, Masashi; Kadowaki, Kazuo								Spin-triplet vortex state in the topological superconductor CuxBi2Se3								PHYSICAL REVIEW B				83	22					220513	10.1103/PhysRevB.83.220513			JUN 23 2011	2011										38							WOS:000291984100001		
J	Zhang, Yi; Chang, Cui-Zu; He, Ke; Wang, Li-Li; Chen, Xi; Jia, Jin-Feng; Ma, Xu-Cun; Xue, Qi-Kun								Doping effects of Sb and Pb in epitaxial topological insulator Bi2Se3 thin films: An in situ angle-resolved photoemission spectroscopy study								APPLIED PHYSICS LETTERS				97	19					194102	10.1063/1.3516160			NOV 8 2010	2010										38							WOS:000284169900087		
J	Hirahara, Toru; Sakamoto, Yusuke; Takeichi, Yasuo; Miyazaki, Hidetoshi; Kimura, Shin-ichi; Matsuda, Iwao; Kakizaki, Akito; Hasegawa, Shuji								Anomalous transport in an n-type topological insulator ultrathin Bi2Se3 film								PHYSICAL REVIEW B				82	15					155309	10.1103/PhysRevB.82.155309			OCT 5 2010	2010										38							WOS:000282507800008		
J	Rodriguez, Efrain E.; Zavalij, Peter; Hsieh, Ping-Yen; Green, Mark A.								Iodine as an Oxidant in the Topotactic Deintercalation of Interstitial Iron in Fe1+xTe								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				132	29			10006	10008		10.1021/ja104004t			JUL 28 2010	2010										38							WOS:000280227700029		
J	Li, H.; Clay, R. T.; Mazumdar, S.								The paired-electron crystal in the two-dimensional frustrated quarter-filled band								JOURNAL OF PHYSICS-CONDENSED MATTER				22	27					272201	10.1088/0953-8984/22/27/272201			JUL 14 2010	2010										38							WOS:000279003800001		
J	Blachowski, A.; Ruebenbauer, K.; Zukrowski, J.; Przewoznik, J.; Wojciechowski, K.; Stadnik, Z. M.								Mossbauer spectroscopy evidence for the lack of iron magnetic moment in superconducting FeSe								JOURNAL OF ALLOYS AND COMPOUNDS				494	1-2			1	4		10.1016/j.jallcom.2009.12.095			APR 2 2010	2010										38							WOS:000276532300007		
J	Kumar, Pradeep; Kumar, Anil; Saha, Surajit; Muthu, D. V. S.; Prakash, J.; Patnaik, S.; Waghmare, U. V.; Ganguli, A. K.; Sood, A. K.								Anomalous Raman scattering from phonons and electrons of superconducting FeSe0.82								SOLID STATE COMMUNICATIONS				150	13-14			557	560		10.1016/j.ssc.2010.01.033			APR 2010	2010										38							WOS:000276508300002		
J	Jia, Shuang; Williams, A. J.; Stephens, P. W.; Cava, R. J.								Lattice collapse and the magnetic phase diagram of Sr1-xCaxCo2P2								PHYSICAL REVIEW B				80	16					165107	10.1103/PhysRevB.80.165107			OCT 2009	2009										38							WOS:000271352100043		
J	Koda, A; Higemoto, W; Ohishi, K; Saha, SR; Kadono, R; Yonezawa, S; Muraoka, Y; Hiroi, Z								Possible anisotropic order parameter in pyrochlore superconductor KOs2O6 probed by muon spin rotation								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				74	6			1678	1681		10.1143/JPSJ.74.1678			JUN 2005	2005										38							WOS:000230039400009		
J	Rizzo, Daniel J.; Veber, Gregory; Cao, Ting; Bronner, Christopher; Chen, Ting; Zhao, Fangzhou; Rodriguez, Henry; Louie, Steven G.; Crommie, Michael F.; Fischer, Felix R.								Topological band engineering of graphene nanoribbons								NATURE				560	7717			204	+		10.1038/s41586-018-0376-8			AUG 9 2018	2018										37							WOS:000441115200042		
J	Hosen, M. Mofazzel; Dimitri, Klauss; Belopolski, Ilya; Maldonado, Pablo; Sankar, Raman; Dhakal, Nagendra; Dhakal, Gyanendra; Cole, Taiason; Oppeneer, Peter M.; Kaczorowski, Dariusz; Chou, Fangcheng; Hasan, M. Zahid; Durakiewicz, Tomasz; Neupane, Madhab								Tunability of the topological nodal-line semimetal phase in ZrSiX-type materials (X = S, Se, Te)								PHYSICAL REVIEW B				95	16					161101	10.1103/PhysRevB.95.161101			APR 3 2017	2017										37							WOS:000406297900001		
J	Xu, Gang; Lian, Biao; Tang, Peizhe; Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological Superconductivity on the Surface of Fe-Based Superconductors								PHYSICAL REVIEW LETTERS				117	4					047001	10.1103/PhysRevLett.117.047001			JUL 18 2016	2016										37							WOS:000380121400005		
J	Hadad, Yakir; Khanikaev, Alexander B.; Alu, Andrea								Self-induced topological transitions and edge states supported by nonlinear staggered potentials								PHYSICAL REVIEW B				93	15					155112	10.1103/PhysRevB.93.155112			APR 7 2016	2016										37							WOS:000373570300001		
J	Jauregui, Luis A.; Pettes, Michael T.; Rokhinson, Leonid P.; Shi, Li; Chen, Yong P.								Magnetic field-induced helical mode and topological transitions in a topological insulator nanoribbon								NATURE NANOTECHNOLOGY				11	4			345	351		10.1038/NNANO.2015.293			APR 2016	2016										37							WOS:000373455500011		
J	Borg, Christopher K. H.; Zhou, Xiuquan; Eckberg, Christopher; Campbell, Daniel J.; Saha, Shanta R.; Paglione, Johnpierre; Rodriguez, Efrain E.								Strong anisotropy in nearly ideal tetrahedral superconducting FeS single crystals								PHYSICAL REVIEW B				93	9					094522	10.1103/PhysRevB.93.094522			MAR 24 2016	2016										37							WOS:000372712000006		
J	Maeda, Hiroaki; Sakamoto, Ryota; Nishihara, Hiroshi								Coordination Programming of Two-Dimensional Metal Complex Frameworks								LANGMUIR				32	11			2527	2538		10.1021/acs.langmuir.6b00156			MAR 22 2016	2016										37							WOS:000372856800001		
J	He, Cheng; Li, Zheng; Ni, Xu; Sun, Xiao-Chen; Yu, Si-Yuan; Lu, Ming-Hui; Liu, Xiao-Ping; Chen, Yan-Feng								Topological phononic states of underwater sound based on coupled ring resonators								APPLIED PHYSICS LETTERS				108	3					031904	10.1063/1.4940403			JAN 18 2016	2016										37							WOS:000373055500020		
J	Liu, Yanwen; Zhang, Cheng; Yuan, Xiang; Lei, Tang; Wang, Chao; Di Sante, Domenico; Narayan, Awadhesh; He, Liang; Picozzi, Silvia; Sanvito, Stefano; Che, Renchao; Xiu, Faxian								Gate-tunable quantum oscillations in ambipolar Cd3As2 thin films								NPG ASIA MATERIALS				7						e221	10.1038/am.2015.110			OCT 2015	2015										37							WOS:000364492500003		
J	Saito, Yuta; Fons, Paul; Kolobov, Alexander V.; Tominaga, Junji								Self-organized van der Waals epitaxy of layered chalcogenide structures								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				252	10			2151	2158		10.1002/pssb.201552335			OCT 2015	2015										37							WOS:000362722300001		
J	Campagnano, G.; Lucignano, P.; Giuliano, D.; Tagliacozzo, A.								Spin-orbit coupling and anomalous Josephson effect in nanowires								JOURNAL OF PHYSICS-CONDENSED MATTER				27	20					205301	10.1088/0953-8984/27/20/205301			MAY 27 2015	2015										37							WOS:000354070400006		
J	Aguilera, Irene; Friedrich, Christoph; Bluegel, Stefan								Electronic phase transitions of bismuth under strain from relativistic self-consistent GW calculations								PHYSICAL REVIEW B				91	12					125129	10.1103/PhysRevB.91.125129			MAR 18 2015	2015										37							WOS:000352142300004		
J	Cacho, C.; Crepaldi, A.; Battiato, M.; Braun, J.; Cilento, F.; Zacchigna, M.; Richter, M. C.; Heckmann, O.; Springate, E.; Liu, Y.; Dhesi, S. S.; Berger, H.; Bugnon, Ph.; Held, K.; Grioni, M.; Ebert, H.; Hricovini, K.; Minar, J.; Parmigiani, F.								Momentum-Resolved Spin Dynamics of Bulk and Surface Excited States in the Topological Insulator Bi2Se3								PHYSICAL REVIEW LETTERS				114	9					097401	10.1103/PhysRevLett.114.097401			MAR 4 2015	2015										37							WOS:000350976700026		
