PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Zhang, Xiao-Xiao; Cao, Ting; Lu, Zhengguang; Lin, Yu-Chuan; Zhang, Fan; Wang, Ying; Li, Zhiqiang; Hone, James C.; Robinson, Joshua A.; Smirnov, Dmitry; Louie, Steven G.; Heinz, Tony F.								Magnetic brightening and control of dark excitons in monolayer WSe2								NATURE NANOTECHNOLOGY				12	9			883	+		10.1038/NNANO.2017.105			SEP 2017	2017										93							WOS:000409361800014		
J	Naylor, Carl H.; Parkin, William M.; Ping, Jinglei; Gao, Zhaoli; Zhou, Yu Ren; Kim, Youngkuk; Streller, Frank; Carpick, Robert W.; Rappe, Andrew M.; Drndic, Marija; Kikkawa, James M.; Johnson, A. T. Charlie								Monolayer Single-Crystal 1T '-MoTe2 Grown by Chemical Vapor Deposition Exhibits Weak Antilocalization Effect								NANO LETTERS				16	7			4297	4304		10.1021/acs.nanolett.6b01342			JUL 2016	2016										93							WOS:000379794200047		
J	Suzuki, Nozomu; Wang, Yichun; Elvati, Paolo; Qu, Zhi-Bei; Kim, Kyoungwon; Jiang, Shuang; Baumeister, Elizabeth; Lee, Jaewook; Yeom, Bongjun; Bahng, Joong Hwan; Lee, Jaebeom; Violi, Angela; Kotov, Nicholas A.								Chiral Graphene Quantum Dots								ACS NANO				10	2			1744	1755		10.1021/acsnano.5b06369			FEB 2016	2016										93							WOS:000370987400007		
J	Kim, Joo-Seong; Kim, Dae Woo; Jung, Hee Tae; Choi, Jang Wook								Controlled Lithium Dendrite Growth by a Synergistic Effect of Multilayered Graphene Coating and an Electrolyte Additive								CHEMISTRY OF MATERIALS				27	8			2780	2787		10.1021/cm503447u			APR 28 2015	2015										93							WOS:000353865800009		
J	Wang, Liming; Sun, Qiang; Wang, Xin; Wen, Tao; Yin, Jun-Jie; Wang, Pengyang; Bai, Ru; Zhang, Xiang-Qian; Zhang, Lu-Hua; Lu, An-Hui; Chen, Chunying								Using Hollow Carbon Nanospheres as a Light-Induced Free Radical Generator To Overcome Chemotherapy Resistance								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	5			1947	1955		10.1021/ja511560b			FEB 11 2015	2015										93							WOS:000349575800037		
J	Wang, Zhu-Jun; Weinberg, Gisela; Zhang, Qiang; Lunkenbein, Thomas; Klein-Hoffmann, Achim; Kurnatowska, Michalina; Plodinec, Milivoj; Li, Qing; Chi, Lifeng; Schloegl, R.; Willinger, Marc-Georg								Direct Observation of Graphene Growth and Associated Copper Substrate Dynamics by in Situ Scanning Electron Microscopy								ACS NANO				9	2			1506	1519		10.1021/nn5059826			FEB 2015	2015										93							WOS:000349940500047		
J	Liang, Wei; Chen, Junxiang; Liu, Yuwen; Chen, Shengli								Density-Functional-Theory Calculation Analysis of Active Sites for Four-Electron Reduction of O-2 on Fe/N-Doped Graphene								ACS CATALYSIS				4	11			4170	4177		10.1021/cs501170a			NOV 2014	2014										93							WOS:000344639300044		
J	Berner, G.; Sing, M.; Fujiwara, H.; Yasui, A.; Saitoh, Y.; Yamasaki, A.; Nishitani, Y.; Sekiyama, A.; Pavlenko, N.; Kopp, T.; Richter, C.; Mannhart, J.; Suga, S.; Claessen, R.								Direct k-Space Mapping of the Electronic Structure in an Oxide-Oxide Interface								PHYSICAL REVIEW LETTERS				110	24					UNSP 247601	10.1103/PhysRevLett.110.247601			JUN 12 2013	2013										93							WOS:000320307400010		
J	Yang, Kaike; Chen, Yuanping; D'Agosta, Roberto; Xie, Yuee; Zhong, Jianxin; Rubio, Angel								Enhanced thermoelectric properties in hybrid graphene/boron nitride nanoribbons								PHYSICAL REVIEW B				86	4					045425	10.1103/PhysRevB.86.045425			JUL 16 2012	2012										93							WOS:000306411700016		
J	Byun, Ik-Su; Yoon, Duhee; Choi, Jin Sik; Hwang, Inrok; Lee, Duk Hyun; Lee, Mi Jung; Kawai, Tomoji; Son, Young-Woo; Jia, Quanxi; Cheong, Hyeonsik; Park, Bae Ho								Nanoscale Lithography on Mono layer Graphene Using Hydrogenation and Oxidation								ACS NANO				5	8			6417	6424		10.1021/nn201601m			AUG 2011	2011										93							WOS:000294085400041		
J	Ding, Xuli; Ding, Guqiao; Xie, Xiaoming; Huang, Fuqiang; Jiang, Mianheng								Direct growth of few layer graphene on hexagonal boron nitride by chemical vapor deposition								CARBON				49	7			2522	2525		10.1016/j.carbon.2011.02.022			JUN 2011	2011										93							WOS:000289663100039		
J	Mattioli, Giuseppe; Alippi, Paola; Filippone, Francesco; Caminiti, Ruggero; Bonapasta, Aldo Amore								Deep versus Shallow Behavior of Intrinsic Defects in Rutile and Anatase TiO2 Polymorphs								JOURNAL OF PHYSICAL CHEMISTRY C				114	49			21694	21704		10.1021/jp1041316			DEC 16 2010	2010										93							WOS:000284990800108		
J	Rumyantsev, S.; Liu, G.; Stillman, W.; Shur, M.; Balandin, A. A.								Electrical and noise characteristics of graphene field-effect transistors: ambient effects, noise sources and physical mechanisms								JOURNAL OF PHYSICS-CONDENSED MATTER				22	39					395302	10.1088/0953-8984/22/39/395302			OCT 6 2010	2010										93							WOS:000281958500013		
J	Kang, Kwangu; Abdula, Daner; Cahill, David G.; Shim, Moonsub								Lifetimes of optical phonons in graphene and graphite by time-resolved incoherent anti-Stokes Raman scattering								PHYSICAL REVIEW B				81	16					165405	10.1103/PhysRevB.81.165405			APR 15 2010	2010										93							WOS:000277217200082		
J	Kuzmenko, A. B.; Benfatto, L.; Cappelluti, E.; Crassee, I.; van der Marel, D.; Blake, P.; Novoselov, K. S.; Geim, A. K.								Gate Tunable Infrared Phonon Anomalies in Bilayer Graphene								PHYSICAL REVIEW LETTERS				103	11					116804	10.1103/PhysRevLett.103.116804			SEP 11 2009	2009										93							WOS:000269718700041		
J	Steiner, Mathias; Freitag, Marcus; Perebeinos, Vasili; Tsang, James C.; Small, Joshua P.; Kinoshita, Megumi; Yuan, Dongning; Liu, Jie; Avouris, Phaedon								Phonon populations and electrical power dissipation in carbon nanotube transistors								NATURE NANOTECHNOLOGY				4	5			320	324		10.1038/NNANO.2009.22			MAY 2009	2009										93							WOS:000266220800017		
J	Long, Run; English, Niall J.								First-principles calculation of nitrogen-tungsten codoping effects on the band structure of anatase-titania								APPLIED PHYSICS LETTERS				94	13					132102	10.1063/1.3114608			MAR 30 2009	2009										93							WOS:000264888500026		
J	Zimmermann, Janina; Pavone, Pasquale; Cuniberti, Gianaurelio								Vibrational modes and low-temperature thermal properties of graphene and carbon nanotubes: Minimal force-constant model								PHYSICAL REVIEW B				78	4					045410	10.1103/PhysRevB.78.045410			JUL 2008	2008										93							WOS:000258190400090		
J	Crowhurst, Jonathan C.; Goncharov, Alexander F.; Sadigh, B.; Zaug, J. M.; Aberg, D.; Meng, Yue; Prakapenka, Vitali B.								Synthesis and characterization of nitrides of iridium and palladium								JOURNAL OF MATERIALS RESEARCH				23	1			1	5		10.1557/JMR.2008.0027			JAN 2008	2008										93							WOS:000252291200001		
J	Chretien, Steeve; Buratto, Steven K.; Metiu, Horia								Catalysis by very small Au clusters								CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE				11	5-6			62	75		10.1016/j.cossms.2008.07.003			OCT-DEC 2007	2007										93							WOS:000260095900003		
J	Liao, Bolin; Qiu, Bo; Zhou, Jiawei; Huberman, Samuel; Esfarjani, Keivan; Chen, Gang								Significant Reduction of Lattice Thermal Conductivity by the Electron-Phonon Interaction in Silicon with High Carrier Concentrations: A First-Principles Study								PHYSICAL REVIEW LETTERS				114	11					115901	10.1103/PhysRevLett.114.115901			MAR 18 2015	2015										92							WOS:000352192500011		
J	Yang, Li-Ming; Bacic, Vladimir; Popov, Ivan A.; Boldyrev, Alexander I.; Heine, Thomas; Frauenheim, Thomas; Ganz, Eric								Two-Dimensional Cu2Si Monolayer with Planar Hexacoordinate Copper and Silicon Bonding								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	7			2757	2762		10.1021/ja513209c			FEB 25 2015	2015										92							WOS:000350192700048		
J	Xu, Xingtao; Pan, Likun; Liu, Yong; Lu, Ting; Sun, Zhuo; Chua, Daniel H. C.								Facile synthesis of novel graphene sponge for high performance capacitive deionization								SCIENTIFIC REPORTS				5						8458	10.1038/srep08458			FEB 13 2015	2015										92							WOS:000349306100015		
J	Crasto, David; Barcaro, Giovanni; Stener, Mauro; Sementa, Luca; Fortunelli, Alessandro; Dass, Amala								Au-24(SAdm)(16) Nanomolecules: X-ray Crystal Structure, Theoretical Analysis, Adaptability of Adamantane Ligands to Form Au-23(SAdm)(16) and Au-25(SAdm)(16), and Its Relation to Au-25(SR)(18)								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	42			14933	14940		10.1021/ja507738e			OCT 22 2014	2014										92							WOS:000343686500049		
J	Du, Yi; Zhuang, Jincheng; Liu, Hongsheng; Xu, Xun; Eilers, Stefan; Wu, Kehui; Cheng, Peng; Zhao, Jijun; Pi, Xiaodong; See, Khay Wai; Peleckis, Germanas; Wang, Xiaolin; Dou, Shi Xue								Tuning the Band Gap in Silicene by Oxidation								ACS NANO				8	10			10019	10025		10.1021/nn504451t			OCT 2014	2014										92							WOS:000343952600035		
J	Song, Yu; Xu, Jun-Li; Liu, Xiao-Xia								Electrochemical anchoring of dual doping polypyrrole on graphene sheets partially exfoliated from graphite foil for high-performance supercapacitor electrode								JOURNAL OF POWER SOURCES				249				48	58		10.1016/j.jpowsour.2013.10.102			MAR 1 2014	2014										92							WOS:000330256300008		
J	Mao, Hong Ying; Lu, Yun Hao; Lin, Jia Dan; Zhong, Shu; Wee, Andrew Thye Shen; Chen, Wei								Manipulating the electronic and chemical properties of graphene via molecular functionalization								PROGRESS IN SURFACE SCIENCE				88	2			132	159		10.1016/j.progsurf.2013.02.001			MAY 2013	2013										92							WOS:000319790400002		
J	Wei, Peng; Liu, Nan; Lee, Hye Ryoung; Adijanto, Eric; Ci, Lijie; Naab, Benjamin D.; Zhong, Jian Qiang; Park, Jinseong; Chen, Wei; Cui, Yi; Bao, Zhenan								Tuning the Dirac Point in CVD-Grown Graphene through Solution Processed n-Type Doping with 2-(2-Methoxyphenyl)-1,3-dimethyl-2,3-dihydro-1H-benzoimidazole								NANO LETTERS				13	5			1890	1897		10.1021/nl303410g			MAY 2013	2013										92							WOS:000318892400004		
J	Liu, Mancheng; Wen, Tao; Wu, Xilin; Chen, Changlun; Hu, Jun; Li, Jie; Wang, Xiangke								Synthesis of porous Fe3O4 hollow microspheres/graphene oxide composite for Cr(VI) removal								DALTON TRANSACTIONS				42	41			14710	14717		10.1039/c3dt50955a			2013	2013										92							WOS:000325369200010		
J	Sahin, H.; Ciraci, S.								Chlorine Adsorption on Graphene: Chlorographene								JOURNAL OF PHYSICAL CHEMISTRY C				116	45			24075	24083		10.1021/jp307006c			NOV 15 2012	2012										92							WOS:000311190800028		
J	Nanot, Sebastien; Haroz, Erik H.; Kim, Ji-Hee; Hauge, Robert H.; Kono, Junichiro								Optoelectronic Properties of Single-Wall Carbon Nanotubes								ADVANCED MATERIALS				24	36			4977	4994		10.1002/adma.201201751			SEP 18 2012	2012										92							WOS:000308637900010		
J	Yao, Xianghan; Belyanin, Alexey								Giant Optical Nonlinearity of Graphene in a Strong Magnetic Field								PHYSICAL REVIEW LETTERS				108	25					255503	10.1103/PhysRevLett.108.255503			JUN 21 2012	2012										92							WOS:000305569100008		
J	Subramaniam, D.; Libisch, F.; Li, Y.; Pauly, C.; Geringer, V.; Reiter, R.; Mashoff, T.; Liebmann, M.; Burgdoerfer, J.; Busse, C.; Michely, T.; Mazzarello, R.; Pratzer, M.; Morgenstern, M.								Wave-Function Mapping of Graphene Quantum Dots with Soft Confinement								PHYSICAL REVIEW LETTERS				108	4					046801	10.1103/PhysRevLett.108.046801			JAN 23 2012	2012										92							WOS:000299822000004		
J	Sun, Tao; Fabris, Stefano								Mechanisms for Oxidative Unzipping and Cutting of Graphene								NANO LETTERS				12	1			17	21		10.1021/nl202656c			JAN 2012	2012										92							WOS:000298943100004		
J	Shen, Cai; Brozena, Alexandra H.; Wang, YuHuang								Double-walled carbon nanotubes: Challenges and opportunities								NANOSCALE				3	2			503	518		10.1039/c0nr00620c			2011	2011										92							WOS:000287363500014		
J	Economopoulos, Solon P.; Rotas, Georgios; Miyata, Yasumitsu; Shinohara, Hisanori; Tagmatarchis, Nikos								Exfoliation and Chemical Modification Using Microwave Irradiation Affording Highly Functionalized Graphene								ACS NANO				4	12			7499	7507		10.1021/nn101735e			DEC 2010	2010										92							WOS:000285449100057		
J	Wang, Zhenxing; Xu, Huilong; Zhang, Zhiyong; Wang, Sheng; Ding, Li; Zeng, Qingsheng; Yang, Leijing; Pei, Tian; Liang, Xuelei; Gao, Min; Peng, Lian-Mao								Growth and Performance of Yttrium Oxide as an Ideal High-kappa Gate Dielectric for Carbon-Based Electronics								NANO LETTERS				10	6			2024	2030		10.1021/nl100022u			JUN 2010	2010										92							WOS:000278449200009		
J	Liu, Li-Hong; Yan, Mingdi								Simple Method for the Covalent Immobilization of Graphene								NANO LETTERS				9	9			3375	3378		10.1021/nl901669h			SEP 2009	2009										92							WOS:000269654900050		
J	Malard, L. M.; Guimaraes, M. H. D.; Mafra, D. L.; Mazzoni, M. S. C.; Jorio, A.								Group-theory analysis of electrons and phonons in N-layer graphene systems								PHYSICAL REVIEW B				79	12					125426	10.1103/PhysRevB.79.125426			MAR 2009	2009										92							WOS:000264769300107		
J	Yoo, Jong Suk; Christensen, Rune; Vegge, Tejs; Norskov, Jens K.; Studt, Felix								Theoretical Insight into the Trends that Guide the Electrochemical Reduction of Carbon Dioxide to Formic Acid								CHEMSUSCHEM				9	4			358	363		10.1002/cssc.201501197			FEB 19 2016	2016										91							WOS:000371222100005		
J	van Setten, Michiel J.; Caruso, Fabio; Sharifzadeh, Sahar; Ren, Xinguo; Scheffler, Matthias; Liu, Fang; Lischner, Johannes; Lin, Lin; Deslippe, Jack R.; Louie, Steven G.; Yang, Chao; Weigend, Florian; Neaton, Jeffrey B.; Evers, Ferdinand; Rinke, Patrick								GW100: Benchmarking G(0)W(0) for Molecular Systems								JOURNAL OF CHEMICAL THEORY AND COMPUTATION				11	12			5665	5687		10.1021/acs.jctc.5b00453			DEC 2015	2015										91							WOS:000366223400011		
J	Kilina, Svetlana; Kilin, Dmitri; Tretiak, Sergei								Light-Driven and Phonon-Assisted Dynamics in Organic and Semiconductor Nanostructures								CHEMICAL REVIEWS				115	12			5929	5978		10.1021/acs.chemrev.5b00012			JUN 24 2015	2015										91							WOS:000357064000007		
J	Pan, Fuping; Cao, Zhongyue; Zhao, Qiuping; Liang, Hongyu; Zhang, Junyan								Nitrogen-doped porous carbon nanosheets made from biomass as highly active electrocatalyst for oxygen reduction reaction								JOURNAL OF POWER SOURCES				272				8	15		10.1016/j.jpowsour.2014.07.180			DEC 25 2014	2014										91							WOS:000344208700002		
J	Song, Xinhong; Lin, Liping; Rong, Mingcong; Wang, Yiru; Xie, Zhaoxiong; Chen, Xi								Mussel-inspired, ultralight, multifunctional 3D nitrogen-doped graphene aerogel								CARBON				80				174	182		10.1016/j.carbon.2014.08.054			DEC 2014	2014										91							WOS:000344132400020		
J	Seekaew, Yotsarayuth; Lokavee, Shongpun; Phokharatkul, Ditsayut; Wisitsoraat, Anurat; Kerdcharoen, Teerakiat; Wongchoosuk, Chatchawal								Low-cost and flexible printed graphene-PEDOT:PSS gas sensor for ammonia detection								ORGANIC ELECTRONICS				15	11			2971	2981		10.1016/j.orgel.2014.08.044			NOV 2014	2014										91							WOS:000344424500044		
J	Wu, Jiang-Bin; Zhang, Xin; Ijaes, Mari; Han, Wen-Peng; Qiao, Xiao-Fen; Li, Xiao-Li; Jiang, De-Sheng; Ferrari, Andrea C.; Tan, Ping-Heng								Resonant Raman spectroscopy of twisted multilayer graphene								NATURE COMMUNICATIONS				5						5309	10.1038/ncomms6309			NOV 2014	2014										91							WOS:000345622900002		
J	Zhu, Tong; Gao, Shang-Peng								The Stability, Electronic Structure, and Optical Property of TiO2 Polymorphs								JOURNAL OF PHYSICAL CHEMISTRY C				118	21			11385	11396		10.1021/jp412462m			MAY 29 2014	2014										91							WOS:000336771700026		
J	Spirito, Davide; Coquillat, Dominique; De Bonis, Sergio L.; Lombardo, Antonio; Bruna, Matteo; Ferrari, Andrea C.; Pellegrini, Vittorio; Tredicucci, Alessandro; Knap, Wojciech; Vitiello, Miriam S.								High performance bilayer-graphene terahertz detectors								APPLIED PHYSICS LETTERS				104	6					061111	10.1063/1.4864082			FEB 10 2014	2014										91							WOS:000331803800011		
J	Lu Kui; Zhao GuiXia; Wang XiangKe								A brief review of graphene-based material synthesis and its application in environmental pollution management								CHINESE SCIENCE BULLETIN				57	11			1223	1234		10.1007/s11434-012-4986-5			APR 2012	2012										91							WOS:000302294800002		
J	Langlois, Cyril; Li, Z. L.; Yuan, Jun; Alloyeau, Damien; Nelayah, Jaysen; Bochicchio, Davide; Ferrando, Riccardo; Ricolleau, Christian								Transition from core-shell to Janus chemical configuration for bimetallic nanoparticles								NANOSCALE				4	11			3381	3388		10.1039/c2nr11954d			2012	2012										91							WOS:000304145900011		
J	Matis, Bernard R.; Burgess, James S.; Bulat, Felipe A.; Friedman, Adam L.; Houston, Brian H.; Baldwin, Jeffrey W.								Surface Doping and Band Gap Tunability in Hydrogenated Graphene								ACS NANO				6	1			17	22		10.1021/nn2034555			JAN 2012	2012										91							WOS:000299368300004		
J	Barone, Veronica; Hod, Oded; Peralta, Juan E.; Scuseria, Gustavo E.								Accurate Prediction of the Electronic Properties of Low-Dimensional Graphene Derivatives Using a Screened Hybrid Density Functional								ACCOUNTS OF CHEMICAL RESEARCH				44	4			269	279		10.1021/ar100137c			APR 2011	2011										91							WOS:000290465300004		
J	He, Haiying; Zapol, Peter; Curtiss, Larry A.								A Theoretical Study of CO2 Anions on Anatase (101) Surface								JOURNAL OF PHYSICAL CHEMISTRY C				114	49			21474	21481		10.1021/jp106579b			DEC 16 2010	2010										91							WOS:000284990800081		
J	Amini, Shaahin; Garay, Javier; Liu, Guanxiong; Balandin, Alexander A.; Abbaschian, Reza								Growth of large-area graphene films from metal-carbon melts								JOURNAL OF APPLIED PHYSICS				108	9					094321	10.1063/1.3498815			NOV 1 2010	2010										91							WOS:000284270900136		
J	Dean, Jesse J.; van Driel, Henry M.								Graphene and few-layer graphite probed by second-harmonic generation: Theory and experiment								PHYSICAL REVIEW B				82	12					125411	10.1103/PhysRevB.82.125411			SEP 8 2010	2010										91							WOS:000281651200005		
J	Tang, Lei; Li, Xiaoqian; Cammarata, Robert C.; Friesen, Cody; Sieradzki, Karl								Electrochemical Stability of Elemental Metal Nanoparticles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				132	33			11722	11726		10.1021/ja104421t			AUG 25 2010	2010										91							WOS:000281066400060		
J	Dean, Jesse J.; van Driel, Henry M.								Second harmonic generation from graphene and graphitic films								APPLIED PHYSICS LETTERS				95	26					261910	10.1063/1.3275740			DEC 28 2009	2009										91							WOS:000273216900021		
J	Yuan, G. D.; Zhang, W. J.; Yang, Y.; Tang, Y. B.; Li, Y. Q.; Wang, J. X.; Meng, X. M.; He, Z. B.; Wu, C. M. L.; Bello, I.; Lee, C. S.; Lee, S. T.								Graphene sheets via microwave chemical vapor deposition								CHEMICAL PHYSICS LETTERS				467	4-6			361	364		10.1016/j.cplett.2008.11.059			JAN 5 2009	2009										91							WOS:000261909700030		
J	Yu, Rong; Zhan, Qian; De Jonghe, Lutgard C.								Crystal structures of and displacive transitions in OsN2, IrN2, RuN2, and RhN2								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				46	7			1136	1140		10.1002/anie.200604151			2007	2007										91							WOS:000244195200026		
J	Macak, Jan M.; Aldabergerova, Saule; Ghicov, Andrei; Schmuki, Patrik								Smooth anodic TiO2 nanotubes: annealing and structure								PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE				203	10			R67	R69		10.1002/pssa.200622214			AUG 2006	2006										91							WOS:000240280500001		
J	Wang, Xiujuan; Chen, Kai; Wang, Gang; Liu, Xiaojie; Wang, Hui								Rational Design of Three-Dimensional Graphene Encapsulated with Hollow FeP@Carbon Nanocomposite as Outstanding Anode Material for Lithium Ion and Sodium Ion Batteries								ACS NANO				11	11			11602	11616		10.1021/acsnano.7b06625			NOV 2017	2017										90							WOS:000416878100108		
J	Miyata, Kiyoshi; Meggiolaro, Daniele; Trinh, M. Tuan; Joshi, Prakriti P.; Mosconi, Edoardo; Jones, Skyler C.; De Angelis, Filippo; Zhu, X. -Y.								Large polarons in lead halide perovskites								SCIENCE ADVANCES				3	8					UNSP e1701217	10.1126/sciadv.1701217			AUG 2017	2017										90							WOS:000411589900024		
