J	Zheng, Haidong; Ou, Jian Zhen; Strano, Michael S.; Kaner, Richard B.; Mitchell, Arnan; Kalantar-zadeh, Kourosh								Nanostructured Tungsten Oxide - Properties, Synthesis, and Applications								ADVANCED FUNCTIONAL MATERIALS				21	12			2175	2196		10.1002/adfm.201002477			JUN 21 2011	2011										660							WOS:000291723300002		
J	Yu, Jiaguo; Dai, Gaopeng; Huang, Baibiao								Fabrication and Characterization of Visible-Light-Driven Plasmonic Photocatalyst Ag/AgCl/TiO2 TiO2 Nanotube Arrays								JOURNAL OF PHYSICAL CHEMISTRY C				113	37			16394	16401		10.1021/jp905247j			SEP 17 2009	2009										660							WOS:000269655800014		
J	REETZ, MT; HELBIG, W								SIZE-SELECTIVE SYNTHESIS OF NANOSTRUCTURED TRANSITION-METAL CLUSTERS								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				116	16			7401	7402		10.1021/ja00095a051			AUG 10 1994	1994										660							WOS:A1994PB76400051		
J	Wu, Yongzhen; Zhu, Weihong								Organic sensitizers from D-pi-A to D-A-pi-A: effect of the internal electron-withdrawing units on molecular absorption, energy levels and photovoltaic performances								CHEMICAL SOCIETY REVIEWS				42	5			2039	2058		10.1039/c2cs35346f			2013	2013										659							WOS:000314701000008		
J	Campbell, WM; Burrell, AK; Officer, DL; Jolley, KW								Porphyrins as light harvesters in the dye-sensitised TiO2 solar cell								COORDINATION CHEMISTRY REVIEWS				248	13-14			1363	1379		10.1016/j.ccr.2004.01.007			JUL 2004	2004										658							WOS:000224473900017		
J	Ruhle, Sven; Shalom, Menny; Zaban, Arie								Quantum-Dot-Sensitized Solar Cells								CHEMPHYSCHEM				11	11			2290	2304		10.1002/cphc.201000069			AUG 2 2010	2010										657							WOS:000281061500001		
J	van de Lagemaat, J; Park, NG; Frank, AJ								Influence of electrical potential distribution, charge transport, and recombination on the photopotential and photocurrent conversion efficiency of dye-sensitized nanocrystalline TiO2 solar cells: A study by electrical impedance and optical modulation techniques								JOURNAL OF PHYSICAL CHEMISTRY B				104	9			2044	2052		10.1021/jp993172v			MAR 9 2000	2000										655							WOS:000085770200019		
J	Kim, Hui-Seon; Lee, Jin-Wook; Yantara, Natalia; Boix, Pablo P.; Kulkarni, Sneha A.; Mhaisalkar, Subodh; Graetzel, Michael; Park, Nam-Gyu								High Efficiency Solid-State Sensitized Solar Cell-Based on Submicrometer Rutile TiO2 Nanorod and CH3NH3PbI3 Perovskite Sensitizer								NANO LETTERS				13	6			2412	2417		10.1021/nl400286w			JUN 2013	2013										654							WOS:000320485100016		
J	Baker, David R.; Kamat, Prashant V.								Photosensitization of TiO2 Nanostructures with CdS Quantum Dots: Particulate versus Tubular Support Architectures								ADVANCED FUNCTIONAL MATERIALS				19	5			805	811		10.1002/adfm.200801173			MAR 10 2009	2009										654							WOS:000264502000017		
J	Ye, Qian; Zhou, Feng; Liu, Weimin								Bioinspired catecholic chemistry for surface modification								CHEMICAL SOCIETY REVIEWS				40	7			4244	4258		10.1039/c1cs15026j			2011	2011										652							WOS:000291807600045		
J	Mortimer, RJ; Dyer, AL; Reynolds, JR								Electrochromic organic and polymeric materials for display applications								DISPLAYS				27	1			2	18		10.1016/j.displa.2005.03.003			JAN 2006	2006										652							WOS:000234894500002		
J	Faber, Matthew S.; Dziedzic, Rafal; Lukowski, Mark A.; Kaiser, Nicholas S.; Ding, Qi; Jin, Song								High-Performance Electrocatalysis Using Metallic Cobalt Pyrite (CoS2) Micro- and Nanostructures								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	28			10053	10061		10.1021/ja504099w			JUL 16 2014	2014										651							WOS:000339228200046		
J	Ponseca, Carlito S., Jr.; Savenije, Tom J.; Abdellah, Mohamed; Zheng, Kaibo; Yartsev, Arkady; Pascher, Tobjorn; Harlang, Tobias; Chabera, Pavel; Pullerits, Tonu; Stepanov, Andrey; Wolf, Jean-Pierre; Sundstrom, Villy								Organometal Halide Perovskite Solar Cell Materials Rationalized: Ultrafast Charge Generation, High and Microsecond-Long Balanced Mobilities, and Slow Recombination								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	14			5189	5192		10.1021/ja412583t			APR 9 2014	2014										651							WOS:000334572200003		
J	Zhang, Xuming; Chen, Yu Lim; Liu, Ru-Shi; Tsai, Din Ping								Plasmonic photocatalysis								REPORTS ON PROGRESS IN PHYSICS				76	4					046401	10.1088/0034-4885/76/4/046401			APR 2013	2013										649							WOS:000317032800005		
J	Shi, Lei; Xia, Wujiong								Photoredox functionalization of C-H bonds adjacent to a nitrogen atom								CHEMICAL SOCIETY REVIEWS				41	23			7687	7697		10.1039/c2cs35203f			2012	2012										649							WOS:000310682900003		
J	Nozik, AJ; Memming, R								Physical chemistry of semiconductor-liquid interfaces								JOURNAL OF PHYSICAL CHEMISTRY				100	31			13061	13078		10.1021/jp953720e			AUG 1 1996	1996										649							WOS:A1996VA59500027		
J	Diwald, O; Thompson, TL; Zubkov, T; Goralski, EG; Walck, SD; Yates, JT								Photochemical activity of nitrogen-doped rutile TiO2(111) in visible light								JOURNAL OF PHYSICAL CHEMISTRY B				108	19			6004	6008		10.1021/jp031267y			MAY 13 2004	2004										648							WOS:000221303100021		
J	Astruc, Didier								Palladium nanoparticles as efficient green homogeneous and heterogeneous carbon-carbon coupling precatalysts: A unifying view								INORGANIC CHEMISTRY				46	6			1884	1894		10.1021/ic062183h			MAR 19 2007	2007										647							WOS:000244798800003		
J	Jennings, James R.; Ghicov, Andrei; Peter, Laurence M.; Schmuki, Patrik; Walker, Alison B.								Dye-sensitized solar cells based on oriented TiO2 nanotube arrays: Transport, trapping, and transfer of electrons								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				130	40			13364	13372		10.1021/ja804852z			OCT 8 2008	2008										646							WOS:000259675500035		
J	Hong, Wenjing; Xu, Yuxi; Lu, Gewu; Li, Chun; Shi, Gaoquan								Transparent graphene/PEDOT-PSS composite films as counter electrodes of dye-sensitized solar cells								ELECTROCHEMISTRY COMMUNICATIONS				10	10			1555	1558		10.1016/j.elecom.2008.08.007			OCT 2008	2008										645							WOS:000260275400037		
J	Deng, Da; Kim, Min Gyu; Lee, Jim Yang; Cho, Jaephil								Green energy storage materials: Nanostructured TiO2 and Sn-based anodes for lithium-ion batteries								ENERGY & ENVIRONMENTAL SCIENCE				2	8			818	837		10.1039/b823474d			2009	2009										643							WOS:000268439100002		
J	Zhu, Jia; Hsu, Ching-Mei; Yu, Zongfu; Fan, Shanhui; Cui, Yi								Nanodome Solar Cells with Efficient Light Management and Self-Cleaning								NANO LETTERS				10	6			1979	1984		10.1021/nl9034237			JUN 2010	2010										641							WOS:000278449200002		
J	Koster, LJA; Smits, ECP; Mihailetchi, VD; Blom, PWM								Device model for the operation of polymer/fullerene bulk heterojunction solar cells								PHYSICAL REVIEW B				72	8					085205	10.1103/PhysRevB.72.085205			AUG 2005	2005										639							WOS:000231564600064		
J	Dupont, J								On the solid, liquid and solution structural organization of imidazolium ionic liquids								JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY				15	3			341	350		10.1590/S0103-50532004000300002			MAY-JUN 2004	2004										639							WOS:000221883800001		
J	Lo, Shih-Chun; Burn, Paul L.								Development of dendrimers: Macromolecules for use in organic light-emitting diodes and solar cells								CHEMICAL REVIEWS				107	4			1097	1116		10.1021/cr050136l			APR 2007	2007										638							WOS:000245600000006		
J	Armstrong, AR; Armstrong, G; Canales, J; Bruce, PG								TiO2-B nanowires								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				43	17			2286	2288		10.1002/anie.200353571			APR 19 2004	2004										637							WOS:000221040600023		
J	Rosseinsky, DR; Mortimer, RJ								Electrochromic systems and the prospects for devices								ADVANCED MATERIALS				13	11			783	+		10.1002/1521-4095(200106)13:11<783::AID-ADMA783>3.0.CO;2-D			JUN 5 2001	2001										637							WOS:000169411400006		
J	Zeitler, Kirsten								Photoredox Catalysis with Visible Light								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	52			9785	9789		10.1002/anie.200904056			2009	2009										635							WOS:000273452200007		
J	Chou, Pi-Tai; Chi, Yun								Phosphorescent dyes for organic light-emitting diodes								CHEMISTRY-A EUROPEAN JOURNAL				13	2			380	395		10.1002/chem.200601272			2007	2007										635							WOS:000243519000002		
J	FINKLEA, HO; HANSHEW, DD								ELECTRON-TRANSFER KINETICS IN ORGANIZED THIOL MONOLAYERS WITH ATTACHED PENTAAMMINE(PYRIDINE)RUTHENIUM REDOX CENTERS								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				114	9			3173	3181		10.1021/ja00035a001			APR 22 1992	1992										635							WOS:A1992HQ81400001		
J	WELLER, H								QUANTIZED SEMICONDUCTOR PARTICLES - A NOVEL STATE OF MATTER FOR MATERIALS SCIENCE								ADVANCED MATERIALS				5	2			88	95		10.1002/adma.19930050204			FEB 1993	1993										634							WOS:A1993KM24700003		
J	Ling, Yichuan; Wang, Gongming; Wheeler, Damon A.; Zhang, Jin Z.; Li, Yat								Sn-Doped Hematite Nanostructures for Photoelectrochemical Water Splitting								NANO LETTERS				11	5			2119	2125		10.1021/nl200708y			MAY 2011	2011										633							WOS:000290373000047		
J	Sambur, Justin B.; Novet, Thomas; Parkinson, B. A.								Multiple Exciton Collection in a Sensitized Photovoltaic System								SCIENCE				330	6000			63	66		10.1126/science.1191462			OCT 1 2010	2010										633							WOS:000282334500033		
J	Berhe, Taame Abraha; Su, Wei-Nien; Chen, Ching-Hsiang; Pan, Chun-Jern; Cheng, Ju-Hsiang; Chen, Hung-Ming; Tsai, Meng-Che; Chen, Liang-Yih; Dubale, Amare Aregahegn; Hwang, Bing-Joe								Organometal halide perovskite solar cells: degradation and stability								ENERGY & ENVIRONMENTAL SCIENCE				9	2			323	356		10.1039/c5ee02733k			2016	2016										631							WOS:000369744500002		
J	Huang, Xiao; Zeng, Zhiyuan; Fan, Zhanxi; Liu, Juqing; Zhang, Hua								Graphene-Based Electrodes								ADVANCED MATERIALS				24	45			5979	6004		10.1002/adma.201201587			NOV 27 2012	2012										631							WOS:000312130300001		
J	Ivnitski, D; Abdel-Hamid, I; Atanasov, P; Wilkins, E								Biosensors for detection of pathogenic bacteria								BIOSENSORS & BIOELECTRONICS				14	7			599	624		10.1016/S0956-5663(99)00039-1			OCT 1999	1999										629							WOS:000083796700001		
J	Jariwala, Deep; Sangwan, Vinod K.; Lauhon, Lincoln J.; Marks, Tobin J.; Hersam, Mark C.								Carbon nanomaterials for electronics, optoelectronics, photovoltaics, and sensing								CHEMICAL SOCIETY REVIEWS				42	7			2824	2860		10.1039/c2cs35335k			2013	2013										628							WOS:000316869500017		
J	Noda, Susumu; Fujita, Masayuki; Asano, Takashi								Spontaneous-emission control by photonic crystals and nanocavities								NATURE PHOTONICS				1	8			449	458		10.1038/nphoton.2007.141			AUG 2007	2007										628							WOS:000248905600011		
J	Wilkes, JS								Properties of ionic liquid solvents for catalysis								JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL				214	1			11	17		10.1016/j.molcata.2003.11.029			MAY 18 2004	2004										628							WOS:000220812600002		
J	Lakshmi, BB; Dorhout, PK; Martin, CR								Sol-gel template synthesis of semiconductor nanostructures								CHEMISTRY OF MATERIALS				9	3			857	862		10.1021/cm9605577			MAR 1997	1997										628							WOS:A1997WP13800031		
J	Hains, Alexander W.; Liang, Ziqi; Woodhouse, Michael A.; Gregg, Brian A.								Molecular Semiconductors in Organic Photovoltaic Cells								CHEMICAL REVIEWS				110	11			6689	6735		10.1021/cr9002984			NOV 2010	2010										627							WOS:000284134300008		
J	Macak, Jan M.; Zlamal, Martin; Krysa, Josef; Schmuki, Patrik								Self-organized TiO2 nanotube layers as highly efficient photocatalysts								SMALL				3	2			300	304		10.1002/smll.200600426			FEB 2007	2007										627							WOS:000244207900021		
J	Yuan, Jiayin; Mecerreyes, David; Antonietti, Markus								Poly(ionic liquid)s: An update								PROGRESS IN POLYMER SCIENCE				38	7			1009	1036		10.1016/j.progpolymsci.2013.04.002			JUL 2013	2013										626							WOS:000321408000002		
J	Tucker, Joseph W.; Stephenson, Corey R. J.								Shining Light on Photoredox Catalysis: Theory and Synthetic Applications								JOURNAL OF ORGANIC CHEMISTRY				77	4			1617	1622		10.1021/jo202538x			FEB 17 2012	2012										626							WOS:000300340000001		
J	Sakaebe, H; Matsumoto, H								N-Methyl-N-propylpiperidinium bis(trifluoromethanesulfonyl)imide (PP 13-TFSI) - novel electrolyte base for Li battery								ELECTROCHEMISTRY COMMUNICATIONS				5	7			594	598		10.1016/S1388-2481(03)00137-1			JUL 2003	2003										626							WOS:000184121200015		
J	Jakob, M; Levanon, H; Kamat, PV								Charge distribution between UV-irradiated TiO(2) and gold nanoparticles: Determination of shift in the Fermi level								NANO LETTERS				3	3			353	358		10.1021/nl0340071			MAR 2003	2003										623							WOS:000181586600016		
J	OLLIS, DF; PELIZZETTI, E; SERPONE, N								PHOTOCATALYZED ... DESTRUCTION ... OF WATER ... CONTAMINANTS								ENVIRONMENTAL SCIENCE & TECHNOLOGY				25	9			1522	1529		10.1021/es00021a001			SEP 1991	1991										622							WOS:A1991GD06000002		
J	Mora-Sero, Ivan; Gimenez, Sixto; Fabregat-Santiago, Francisco; Gomez, Roberto; Shen, Qing; Toyoda, Taro; Bisquert, Juan								Recombination in Quantum Dot Sensitized Solar Cells								ACCOUNTS OF CHEMICAL RESEARCH				42	11			1848	1857		10.1021/ar900134d			NOV 2009	2009										621							WOS:000271928200018		
J	Kondratenko, Evgenii V.; Mul, Guido; Baltrusaitis, Jonas; Larrazabal, Gaston O.; Perez-Ramirez, Javier								Status and perspectives of CO2 conversion into fuels and chemicals by catalytic, photocatalytic and electrocatalytic processes								ENERGY & ENVIRONMENTAL SCIENCE				6	11			3112	3135		10.1039/c3ee41272e			NOV 2013	2013										620							WOS:000325946400001		
J	Martinson, Alex B. F.; Elam, Jeffrey W.; Hupp, Joseph T.; Pellin, Michael J.								ZnO nanotube based dye-sensitized solar cells								NANO LETTERS				7	8			2183	2187		10.1021/nl070160+			AUG 2007	2007										620							WOS:000248657800003		
J	HENGLEIN, A								MECHANISM OF REACTIONS ON COLLOIDAL MICROELECTRODES AND SIZE QUANTIZATION EFFECTS								TOPICS IN CURRENT CHEMISTRY				143				113	180					1988	1988										620							WOS:A1988L548300004		
J	GERSTEN, SW; SAMUELS, GJ; MEYER, TJ								CATALYTIC-OXIDATION OF WATER BY AN OXO-BRIDGED RUTHENIUM DIMER								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				104	14			4029	4030		10.1021/ja00378a053			1982	1982										620							WOS:A1982NX79400052		
J	Karkas, Markus D.; Verho, Oscar; Johnston, Eric V.; Akermark, Bjorn								Artificial Photosynthesis: Molecular Systems for Catalytic Water Oxidation								CHEMICAL REVIEWS				114	24			11863	12001		10.1021/cr400572f			DEC 24 2014	2014										619							WOS:000347139900001		
J	Youngblood, W. Justin; Lee, Seung-Hyun Anna; Kobayashi, Yoji; Hernandez-Pagan, Emil A.; Hoertz, Paul G.; Moore, Thomas A.; Moore, Ana L.; Gust, Devens; Mallouk, Thomas E.								Photoassisted Overall Water Splitting in a Visible Light-Absorbing Dye-Sensitized Photoelectrochemical Cell								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				131	3			926	+		10.1021/ja809108y			JAN 28 2009	2009										619							WOS:000264791600027		
J	Holder, E; Langeveld, BMW; Schubert, US								New trends in the use of transition metal-ligand complexes for applications in electroluminescent devices								ADVANCED MATERIALS				17	9			1109	1121		10.1002/adma.200400284			MAY 2 2005	2005										619							WOS:000228944600001		
J	Susan, MA; Kaneko, T; Noda, A; Watanabe, M								Ion gels prepared by in situ radical polymerization of vinyl monomers in an ionic liquid and their characterization as polymer electrolytes								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				127	13			4976	4983		10.1021/ja045155b			APR 6 2005	2005										619							WOS:000228089300067		
J	Li, Xin; Yu, Jiaguo; Jaroniec, Mietek								Hierarchical photocatalysts								CHEMICAL SOCIETY REVIEWS				45	9			2603	2636		10.1039/c5cs00838g			2016	2016										618							WOS:000375547100011		
J	Li, Zhaosheng; Luo, Wenjun; Zhang, Minglong; Feng, Jianyong; Zou, Zhigang								Photoelectrochemical cells for solar hydrogen production: current state of promising photoelectrodes, methods to improve their properties, and outlook								ENERGY & ENVIRONMENTAL SCIENCE				6	2			347	370		10.1039/c2ee22618a			FEB 2013	2013										617							WOS:000313892400001		
J	Su, Jinzhan; Guo, Liejin; Bao, Ningzhong; Grimes, Craig A.								Nanostructured WO3/BiVO4 Heterojunction Films for Efficient Photoelectrochemical Water Splitting								NANO LETTERS				11	5			1928	1933		10.1021/nl2000743			MAY 2011	2011										617							WOS:000290373000013		
J	Hagberg, Daniel P.; Edvinsson, Tomas; Marinado, Tannia; Boschloo, Gerrit; Hagfeldt, Anders; Sun, Licheng								A novel organic chromophore for dye-sensitized nanostructured solar cells								CHEMICAL COMMUNICATIONS					21			2245	2247		10.1039/b603002e			2006	2006										617							WOS:000237715800011		
